"","Compound","Catalog.No.","Rack.Number","M.w.","CAS.Number","Form","Targets..as.supplied.","Target.class..11Mar15.","Molecule.Type","Target.Species","Target.Type","Information","Smiles","Max.Solubility.in.DMSO","URL","Pathway","Plate","Position","Screen","phenotypic_Marker","NA","Elapsed","0","2","4","6","8","10","12","14","16","18","20","22","24","26","28","30","32","34","36","38","40","42","44","46","phenotypic_Marker","NA","Elapsed","0","2","4","6","8","10","12","14","16","18","20","22","24","26","28","30","32","34","36","38","40","42","44","46"
"742","Levofloxacin","S1940","L1700-07",361.37,"100986-85-4","free base","Others","Other","Synthetic small molecule","Bacteria","Other","Levofloxacin is a synthetic fluoroquinolone (fluoroquinolones) antibacterial agent.","C12=C3C=C(C(=C1OC[C@](N2C=C(C3=O)C(=O)O)(C)[H])N4CCN(CC4)C)F",66,"http://www.selleckchem.com/products/Levofloxacin(Levaquin).html","Others",2,"o22","C2C12 Diff Tunicamycin","Con",NA,"O22","99.48123","99.54623","99.75774","99.6589","99.81501","99.576","99.48448","99.52426","99.53511","99.39731","99.08956","99.18145","99.43308","99.63258","99.89513","99.75996","99.89582","99.98086","99.95695","99.95248","100","99.89907","99.92104","99.91476","SG",NA,"O22","80.75301","78.43253","71.47105","69.61466","82.60941","104.422","133.6602","142.478","165.6829","174.5008","193.9929","233.4412","279.3869","315.5865","335.5427","344.3605","355.0348","341.576","318.8352","321.1557","316.0506","296.5585","294.7021","284.0278"
"743","Empty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"o23","C2C12 Diff Tunicamycin","Con",NA,"O23","99.80561","99.7882","99.73957","99.87552","99.8503","99.67354","99.54838","99.74468","99.60135","99.47246","99.85134","99.67574","99.75726","99.82026","99.74006","99.71968","99.88878","99.92545","99.9276","99.895","99.86855","99.61475","99.39661","99.1706","SG",NA,"O23","115.0962","124.3782","118.3449","109.5271","116.0244","134.1243","162.4342","173.5726","185.175","187.9596","213.0209","238.0822","268.7126","287.2765","297.9508","320.6916","306.7686","314.1942","300.2713","296.5585","291.4534","279.3869","269.6408","264.0716"
"744","Empty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"o24","C2C12 Diff Tunicamycin","Con",NA,"O24","99.51115","99.73501","99.74055","99.58298","99.62104","99.72488","99.49547","99.52633","99.21128","99.20928","99.14435","98.61826","98.48143","98.40199","98.92352","98.43743","97.56893","96.91181","97.04312","95.91884","95.2542","94.34571","93.81472","92.3054","SG",NA,"O24","90.03497","88.64268","79.82481","75.18384","89.57087","112.3117","136.4447","149.9036","158.2573","165.6829","174.9649","207.9158","237.6181","255.2538","274.7459","291.4534","286.8124","290.9893","294.7021","294.7021","292.3816","281.7073","285.4201","277.9946"
"745","Ursodiol","S1643","L1700-06",392.57,"128-13-2","free base","Others","Other","Metabolite","Mammalian","Other","Ursodiol reduces cholesterol absorption and is used to dissolve (cholesterol) gallstones. (IC50=0.22 μM","C1[C@H](C[C@@]2([C@](C1)([C@]3([C@@]([C@H](C2)O)([C@]4([C@](CC3)([C@@](CC4)([C@H](C)CCC(O)=O)[H])C)[H])[H])[H])C)[H])O",201,"http://www.selleckchem.com/products/Ursodiol(Actigal).html","Others",2,"p1","C2C12 Diff Tunicamycin","Con",NA,"P1","99.92207","99.92671","99.81978","99.77184","99.63528","99.48495","99.36456","98.97139","98.57924","98.48177","98.42126","97.9434","98.04044","97.36087","96.18858","95.88852","94.677","93.80705","92.36502","92.24946","91.30442","90.31277","89.34784","89.01469","SG",NA,"P1","62.1891","62.6532","68.22237","61.725","62.6532","83.0735","97.92463","112.7758","125.3064","138.7652","161.506","189.816","223.6951","271.4972","283.5638","314.6583","323.4761","318.3711","317.907","323.0121","338.7914","339.2555","343.4323","336.0068"
"746","Pranoprofen","S1960","L1700-08",255.27,"52549-17-4","free base","Others","PGE2","Synthetic small molecule","Mammalian","Metabolism-related","Pranoprofen is a PGE2 inhibitor with IC50 of 7.5 μM.","C1=CN=C2C(=C1)CC3=C(O2)C=CC(=C3)C(C(O)=O)C",199,"http://www.selleckchem.com/products/pranoprofen.html","Others",2,"p2","C2C12 Diff Tunicamycin","Con",NA,"P2","99.93133","99.90115","99.90833","99.89272","99.77654","99.79076","99.61496","99.79856","99.80091","99.70393","99.57911","99.53505","99.55659","99.40925","99.64854","99.23546","98.91958","98.3705","97.61044","97.73762","96.57486","95.11977","94.39868","93.82079","SG",NA,"P2","77.04023","83.0735","80.75301","80.28892","91.42726","104.8861","123.45","124.3782","123.9141","138.3011","153.1523","192.1365","232.9771","251.0769","265.928","280.3151","294.238","304.9122","303.5199","290.5252","287.2765","287.2765","286.3483","288.2047"
"747","Monobenzone ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"p3","C2C12 Diff Tunicamycin","Con",NA,"P3","99.63216","99.828","99.74703","99.75133","99.75491","99.55155","99.28934","99.34378","99.38072","99.21445","98.88049","99.13496","98.74178","98.26355","98.34679","97.81905","97.24047","95.89073","95.14285","93.79668","93.213","92.18536","91.29047","90.50079","SG",NA,"P3","68.22237","73.32745","73.79154","76.11204","81.21711","106.2784","130.8756","137.3729","142.0139","152.2241","173.1085","208.3799","248.7564","284.956","310.9455","322.0839","325.7966","332.7581","308.625","308.625","314.1942","319.7634","314.1942","304.4482"
"748","Meglumine","S1974","L1700-08",195.21,"6284-40-8","free base","Others","Other","Synthetic small molecule","Mammalian","Other","Meglumine is an amino sugar derived from sorbitol for THP-1 cells with IC50 of 22 μg/mL.","CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O",199,"http://www.selleckchem.com/products/meglumine.html","Others",2,"p4","C2C12 Diff Tunicamycin","Con",NA,"P4","99.71789","99.71029","99.84831","99.65357","99.40339","99.31469","98.95148","99.06352","98.31116","98.1806","97.6905","97.31971","97.30174","96.98524","96.10439","95.05788","93.75207","92.71731","93.13329","91.11281","88.70012","86.46634","88.64983","86.97253","SG",NA,"P4","85.39399","87.25038","84.4658","77.50433","78.43253","82.60941","94.67594","104.8861","117.4167","126.6987","155.4727","216.2696","254.3256","275.6741","293.7739","304.9122","308.625","311.8737","305.3763","308.1609","298.879","290.5252","275.21","276.1382"
"749","Flucytosine","S1666","L1700-06",129.09,"2022-85-7","free base","Others","Other","Synthetic small molecule","Fungus","Other","Flucytosine (5-Fluorocytosine, 5-FC) is an antifungal drug with IC50 of 0.93 μM in C. albicans.","C1(NC=C(C(=N1)N)F)=O",61,"http://www.selleckchem.com/products/Flucytosine(Ancobon).html","Others",2,"p5","C2C12 Diff Tunicamycin","Con",NA,"P5","99.79497","99.74538","99.8159","99.7956","99.6207","99.64342","99.27311","99.41969","99.49912","99.05041","99.1181","98.28096","98.44176","98.96779","98.4194","98.36475","97.88959","97.46926","97.33241","97.89082","96.94269","96.29192","94.73957","93.44482","SG",NA,"P5","58.47632","66.36598","72.39925","73.32745","75.18384","88.17857","113.2399","133.6602","137.837","145.7267","181.9263","220.9105","282.6355","318.3711","344.3605","351.322","368.4936","365.709","361.9962","358.2835","344.8246","337.3991","328.1171","329.9735"
"750","Mometasone furoate","S1987","L1700-08",521.43,"83919-23-7","furoate","Others","Glucocorticoid Receptor","Synthetic small molecule","Mammalian","Receptor","Mometasone furoate is a glucocorticosteroid used topically to reduce inflammation of the skin or in the airways.","C1C(C=C2[C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](C[C@H]3O)([C@@]([C@@H](C4)C)(C(CCl)=O)OC(=O)C5=CC=CO5)C)[H])[H])Cl)C)=O",11,"http://www.selleckchem.com/products/mometasone-furoate.html","Others",2,"p6","C2C12 Diff Tunicamycin","Con",NA,"P6","99.71761","99.86813","99.61765","99.65965","99.33776","99.40125","98.99715","99.09289","98.84054","98.67677","98.64631","98.35059","97.55505","96.965","96.02944","94.82605","94.83283","93.95591","92.19296","90.61663","91.01465","89.04848","88.13383","88.47817","SG",NA,"P6","67.75828","74.25565","74.71974","71.00696","69.15057","69.61466","78.43253","79.82481","81.21711","82.1453","89.57087","101.6374","113.2399","131.8038","136.9088","154.0805","158.2573","179.1417","191.2083","207.9158","225.0874","241.7949","264.0716","280.3151"
"751","Chloramphenicol","S1677","L1700-06",323.13,"56-75-7","free base","Others","Other","Synthetic small molecule","Bacteria","Other","Chloramphenicol is a bacteriostatic antimicrobial. ","C1=C(C=CC(=C1)[C@H]([C@H](NC(=O)C(Cl)Cl)CO)O)[N+](=O)[O-]",201,"http://www.selleckchem.com/products/Chloramphenicol(Chloromycetin).html","Others",2,"p7","C2C12 Diff Tunicamycin","Con",NA,"P7","99.78447","99.78047","99.65234","99.76859","99.79449","99.84713","99.76659","99.53256","99.696","99.52454","99.65157","99.50921","99.41437","99.33997","99.29065","99.07313","99.2358","98.89105","98.57343","98.57868","97.65065","97.50814","95.74284","97.11255","SG",NA,"P7","78.43253","84.92989","84.92989","89.10677","99.31693","118.3449","138.7652","140.6216","143.8703","168.9316","181.4622","217.6618","258.9666","297.9508","325.3326","324.8684","339.2555","335.5427","332.294","318.3711","304.9122","284.956","288.6688","283.5638"
"752","Sulindac ","S2007","L1700-08",356.41,"38194-50-2","free base","Others","COX","Synthetic small molecule","Mammalian","Metabolism-related","Sulindac (Clinoril) is a non-steroidal anti-inflammatory agent of the arylalkanoic acid class.","C1=CC(=CC=C1/C=C2\C3=C(C(=C2C)CC(=O)O)C=C(C=C3)F)S(C)=O",199,"http://www.selleckchem.com/products/Sulindac(Clinoril).html","Others",2,"p8","C2C12 Diff Tunicamycin","Con",NA,"P8","99.55356","99.7098","99.83925","99.81003","99.80293","99.74089","99.51937","99.49566","99.28857","99.25273","99.16238","98.85879","98.83591","98.93098","99.06615","99.10276","98.54808","98.31101","97.6581","96.98276","95.75105","94.77736","94.55915","92.85042","SG",NA,"P8","52.44305","53.37124","46.87387","45.94568","46.40978","55.69173","71.93516","84.00169","107.2066","118.3449","142.9421","183.7827","226.0156","264.9998","279.851","290.9893","292.8457","285.4201","281.2433","271.0331","264.0716","258.9666","247.3641","238.5462"
"753","Busulfan ","S1692","L1700-06",246.3,"55-98-1","free base","DNA/RNA Synthesis","DNA/RNA Metabolism","Synthetic small molecule","Mammalian","Nucleic acid metabolism","Busulfan (Myleran, Busulfex) is a cell cycle non-specific alkylating antineoplastic agent.","CS(OCCCCOS(C)(=O)=O)(=O)=O",198,"http://www.selleckchem.com/products/Busulfan(Busulfex).html","Others",2,"p9","C2C12 Diff Tunicamycin","Con",NA,"P9","99.68645","99.80914","99.87407","99.86253","99.73019","99.68763","99.69289","99.47806","99.54913","99.53035","99.46797","99.55894","99.09979","99.00598","98.46478","98.08887","97.71642","97.72269","97.21008","95.24217","94.43751","93.10033","90.7177","92.44459","SG",NA,"P9","69.61466","72.39925","70.07877","50.58666","57.08403","77.96842","101.6374","114.6321","123.9141","142.9421","164.2906","207.4517","248.2923","276.6023","288.2047","290.5252","292.3816","284.4919","274.7459","264.5357","269.6408","258.5025","258.5025","256.6461"
"754","Chlormezanone ","S2021","L1700-08",273.74,"80-77-3","free base","Others","Other","Synthetic small molecule","Mammalian","Other","Chlormezanone (Trancopal) a non-benzodiazepine that is used in the management of anxiety. It has been suggested for use in the treatment of muscle spasm.","C1=C(C=CC(=C1)C2S(CCC(N2C)=O)(=O)=O)Cl",200,"http://www.selleckchem.com/products/Chlormezanone(Trancopal).html","Others",2,"p10","C2C12 Diff Tunicamycin","Con",NA,"P10","99.02589","99.13246","99.34108","99.56322","99.08654","98.89153","99.15166","98.96999","98.7167","98.76595","98.95618","98.7328","98.45366","98.73721","98.46886","98.24699","97.71337","97.08926","97.22259","97.22791","96.66079","96.37399","94.57967","94.45912","SG",NA,"P10","62.1891","66.36598","68.22237","63.1173","63.58139","74.25565","90.96317","102.5656","122.5218","131.8038","158.7214","203.7389","238.5462","271.9613","286.3483","306.3045","312.3378","331.8299","342.0401","338.3273","325.7966","326.7248","315.1224","308.625"
"755","Progesterone","S1705","L1700-06",314.46,"57-83-0","free base","Others","Estrogen/progesterone receptor","Metabolite","Mammalian","Metabolism-related","Progesterone is a C-21 steroid hormone.","C1C(C=C2[C@](C1)([C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@H](CC4)C(C)=O)C)[H])[H])[H])C)=O",69,"http://www.selleckchem.com/products/Progesterone(Prometrium).html","Others",2,"p11","C2C12 Diff Tunicamycin","Con",NA,"P11","99.78136","99.86053","99.84111","99.76873","99.73709","99.33632","99.12956","99.37402","98.98381","98.87571","99.03638","99.08356","98.35619","98.4082","98.02428","98.2476","97.531","97.36626","97.29298","96.74458","96.58839","95.33681","94.82349","94.36988","SG",NA,"P11","70.07877","73.79154","77.04023","73.32745","75.18384","88.64268","105.3502","129.4833","140.6216","147.119","168.9316","204.203","231.1207","285.4201","314.6583","326.7248","337.8632","349.4656","344.3605","325.7966","307.2327","297.9508","291.4534","283.0996"
"756","Rebamipide","S2032","L1700-08",370.79,"90098-04-7","free base","Others","CCK1 Receptor","","Mammalian","Receptor","Rebamipide is a cholecystokinin type 1 (CCK1) receptor inhibitor for inhibiting [125I]BH-CCK-8S with IC50 of 37.7 μM.","C1(C(NC(CC2=CC(NC3=C2C=CC=C3)=O)C(=O)O)=O)=CC=C(C=C1)Cl",199,"http://www.selleckchem.com/products/rebamipide.html","Others",2,"p12","C2C12 Diff Tunicamycin","Con",NA,"P12","99.57158","99.74511","99.46521","99.42576","99.02796","99.12714","99.14152","99.13593","98.70572","98.94113","98.3068","98.10088","97.69306","98.16533","97.7667","96.88507","97.29926","97.15965","96.62418","95.07854","93.44709","92.59642","92.27273","91.83707","SG",NA,"P12","54.76354","58.94042","56.61993","58.01222","64.50959","90.49906","122.9859","145.2626","148.0472","144.7985","167.0752","195.8493","234.8335","267.7844","300.7354","319.2993","329.9735","335.5427","327.653","343.4323","344.3605","348.5374","344.8246","333.2222"
"757","Glyburide ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"p13","C2C12 Diff Tunicamycin","Con",NA,"P13","99.71871","99.79967","99.75","99.51046","99.2253","98.71193","98.33346","98.39135","98.25831","97.74859","97.41965","97.05293","97.4743","96.28978","95.03404","94.49747","93.25354","94.26849","93.10834","89.24112","89.42099","86.75722","87.68091","87.7736","SG",NA,"P13","64.04549","71.00696","70.54286","73.79154","77.04023","108.5989","141.0857","175.8931","207.4517","227.872","268.2485","304.4482","342.0401","357.8194","372.2064","364.3167","357.3553","361.9962","353.1784","360.1399","361.5322","362.4604","366.1731","367.1013"
"758","Memantine HCl","S2043","L1700-08",215.76,"41100-52-1","hydrochloride","AMPA Receptor-kainate Receptor-NMDA Receptor","CYP2B6","Synthetic small molecule","Mammalian","Metabolism-related","Memantine hydrochloride (Namenda) is a CYP2B6 and CYP2D6 inhibitor for recombinant CYP2B6 and CYP2D6 with Ki of 0.51 nM and 94.9 μM, respectively.","Cl.C12(CC3CC(C1)(CC(C2)(C3)C)N)C",199,"http://www.selleckchem.com/products/memantine-hydrochloride-namenda.html","Neuronal Signaling",2,"p14","C2C12 Diff Tunicamycin","Con",NA,"P14","99.83995","99.93022","99.90903","99.8626","99.84989","99.84292","99.74656","99.72845","99.77446","99.51797","99.48904","99.43406","99.17018","98.85298","98.84346","98.17465","97.95369","97.72379","96.86497","96.78381","95.94778","95.89729","95.17863","93.60431","SG",NA,"P14","54.76354","55.22763","54.29944","50.58666","56.15583","83.0735","115.0962","132.2679","135.5166","155.9368","193.0647","250.6128","287.2765","309.5532","331.8299","340.1837","350.3938","354.5707","355.0348","345.7528","334.1504","344.8246","356.4271","370.8141"
"759","Indapamide ","S1730","L1700-06",365.83,"26807-65-8","free base","Others","NKCC","Synthetic small molecule","Mammalian","Metabolism-related","Indapamide (Lozol) is a non-thiazide sulphonamide diuretic compound, generally used in the treatment of hypertension, as well as decompensated cardiac failure.","C1=C(C=C(C(=C1)Cl)S(N)(=O)=O)C(NN2C3=C(CC2C)C=CC=C3)=O",199,"http://www.selleckchem.com/products/Indapamide(Lozol).html","Others",2,"p15","C2C12 Diff Tunicamycin","Con",NA,"P15","99.40974","99.46535","99.46182","99.22034","99.12971","98.9166","98.92143","98.65514","98.25464","98.57697","98.25581","97.80683","98.25948","97.72186","97.57404","96.67239","95.58086","96.02494","95.51695","93.89761","93.5704","92.40239","92.50082","91.70458","SG",NA,"P15","75.64793","76.11204","74.71974","70.07877","73.79154","94.21185","113.2399","132.2679","146.1908","172.1803","184.7109","219.0542","247.8282","254.7897","274.7459","288.2047","285.8842","274.2818","272.4254","268.7126","246.4359","243.6513","240.8667","251.0769"
"760","Gimeracil","S2055","L1700-08",145.54,"103766-25-2","free base","Dehydrogenase","DPYD","Synthetic small molecule","Mammalian","Metabolism-related","Gimeracil is an inhibitor of dihydropyrimidine dehydrogenase, which inhibits the early step in homologous recombination for double strand breaks repair.","C1(=CNC(C=C1O)=O)Cl",199,"http://www.selleckchem.com/products/gimeracil.html","Metabolism",2,"p16","C2C12 Diff Tunicamycin","Con",NA,"P16","99.59279","99.87379","99.93168","99.89589","99.71111","99.52855","99.56232","99.32912","99.2298","98.90016","98.85256","98.39045","97.97488","98.4455","98.04729","97.75972","96.40818","95.6192","93.94983","93.94797","92.84965","93.68706","91.6239","89.55826","SG",NA,"P16","85.39399","83.0735","73.79154","63.1173","65.90189","84.92989","113.704","119.7372","132.2679","149.4395","177.2854","228.8002","258.9666","277.9946","301.6635","306.3045","291.4534","286.8124","284.956","280.3151","271.9613","272.8895","258.5025","250.1487"
"761","Thiabendazole","S1739","L1700-06",201.25,"148-79-8","free base","Others","Other","Synthetic small molecule","Worm","Other","Thiabendazole inhibites the mitochondrial helminth-specific enzyme, fumarate reductase, with anthelminthic property. ","N1=CSC=C1C2NC3=C(N=2)C=CC=C3",198,"http://www.selleckchem.com/products/Thiabendazole.html","Others",2,"p17","C2C12 Diff Tunicamycin","Con",NA,"P17","99.73799","99.67139","99.77418","99.84173","99.58332","99.53138","99.10891","98.95542","98.92739","98.58075","98.92426","98.92337","98.86943","98.6702","98.66247","98.84373","98.76995","98.19006","98.26778","97.62482","96.3541","95.59916","94.67437","94.09613","SG",NA,"P17","88.64268","84.4658","80.75301","79.36072","77.50433","92.35545","121.5936","125.7705","140.1575","156.401","193.5288","237.6181","278.4586","310.9455","311.8737","321.1557","315.5865","317.907","297.9508","306.3045","293.7739","298.879","278.9228","277.5305"
"762","Moxonidine","S2066","L1700-08",241.68,"75438-57-2","free base","Others","Imidazoline receptor","","Mammalian","Receptor","Moxonidine is a selective agonist at the imidazoline receptor subtype 1, used as antihypertensive agent.","N1=C(N=C(C(=C1Cl)NC2=NCCN2)OC)C",99,"http://www.selleckchem.com/products/moxonidine.html","Others",2,"p18","C2C12 Diff Tunicamycin","Con",NA,"P18","99.4478","99.64729","99.44316","99.55859","99.03189","98.63312","98.5956","98.26003","98.15726","98.14841","96.99891","96.88673","96.83437","96.29276","95.51247","95.3127","94.67741","93.36842","94.31","91.50937","90.88596","89.83973","87.76697","87.19971","SG",NA,"P18","60.33271","61.725","65.43778","61.26091","62.1891","83.0735","108.1348","122.5218","121.5936","142.478","167.0752","210.2363","260.8229","300.2713","330.9017","343.8965","359.6758","344.3605","338.3273","324.4043","316.0506","308.1609","307.2327","308.625"
"763","Enoxacin ","S1756","L1700-06",320.32,"74011-58-8","free base","Others","Other","Synthetic small molecule","Bacteria","Other","Enoxacin(Penetrex)is an oral broad-spectrum fluoroquinolone antibacterial agent used in the treatment of urinary tract infections and gonorrhea. Insomnia is a common adverse effect.","C1(=C(N=C2C(=C1)C(C(=CN2CC)C(O)=O)=O)N3CCNCC3)F",10,"http://www.selleckchem.com/products/Enoxacin(Penetrex).html","Others",2,"p19","C2C12 Diff Tunicamycin","Con",NA,"P19","99.4612","99.61026","99.7038","99.55977","99.42244","99.039","98.836","98.82079","98.9119","99.12791","98.91826","98.76609","98.58118","98.13591","98.1922","98.39384","96.90186","96.28371","95.49561","94.21349","93.01163","92.26597","92.05894","91.15674","SG",NA,"P19","66.83008","76.11204","83.0735","88.17857","94.21185","112.3117","142.0139","155.0087","167.5393","190.7442","223.6951","271.4972","322.0839","353.6425","387.0575","402.8369","416.2957","407.0137","405.1573","399.1241","400.0523","398.66","400.9805","403.301"
"764","Cilazapril Monohydrate ","S2081","L1700-08",435.51,"92077-78-6","monohydrate","RAAS","Angiotensin-converting enzyme","Synthetic small molecule","Mammalian","Metabolism-related","Cilazapril is a angiotensin-converting enzyme (ACE) inhibitor used for the treatment of hypertension and congestive heart failure.","C1(=CC=C(C=C1)CC[C@H](N[C@H]2CCCN3N(C2=O)[C@H](CCC3)C(O)=O)C(=O)OCC).O",199,"http://www.selleckchem.com/products/cilazapril-monohydrate-inhibace.html","Endocrinology &amp; Hormones",2,"p20","C2C12 Diff Tunicamycin","Con",NA,"P20","99.77646","99.71829","99.8112","99.89568","99.97858","99.91268","99.82993","99.74219","99.56059","99.57724","99.62761","99.66649","99.56799","99.72894","99.57579","99.04136","99.00425","99.21509","98.56321","98.13113","97.60223","97.68145","97.2976","97.15813","SG",NA,"P20","65.43778","65.43778","64.04549","71.00696","82.1453","105.3502","124.8423","150.3677","167.0752","203.7389","239.9386","290.5252","349.9297","383.8089","404.6933","407.4778","423.7213","434.3955","417.2239","400.5164","394.019","388.9139","386.1293","395.4113"
"765","Cefditoren Pivoxil","S1768","L1700-06",620.72,"117467-28-4","free base","Others","Other","Synthetic small molecule","Bacteria","Other","Cefditoren pivoxil is used to treat uncomplicated skin and skin structure infections, etc.","N12[C@](SCC(=C1C(=O)OCOC(C(C)(C)C)=O)\C=C/C3SC=NC=3C)([C@H](C2=O)NC(=O)/C(=N\OC)C4=CSC(=N4)N)[H]",199,"http://www.selleckchem.com/products/Cefditoren-pivoxil.html","Others",2,"p21","C2C12 Diff Tunicamycin","Con",NA,"P21","99.82488","99.8376","99.80734","99.80334","99.64211","99.54353","99.33085","99.35261","99.55549","99.30239","99.1898","99.14476","99.07155","98.49593","98.43335","98.2829","97.80752","97.43859","97.23447","96.65015","97.74452","95.29922","95.29088","94.66242","SG",NA,"P21","65.90189","72.86335","76.57613","69.15057","71.93516","96.99644","120.6654","136.4447","147.119","165.6829","195.8493","242.7231","290.9893","322.0839","344.8246","350.8579","342.9683","336.935","333.6863","323.4761","326.7248","318.3711","322.5479","318.3711"
"766","Almotriptan Malate","S2096","L1700-08",469.55,"181183-52-8","malate","5-HT Receptor","5-HT Receptor","Synthetic small molecule","Mammalian","Receptor","Almotriptan Malate is a selective 5-hydroxytryptamine1B/1D (5-HT1B/1D) receptor agonist, used for the treatment of Migraine attacks in adults.","C1(=CC=C2C(=C1)C(=CN2)CCN(C)C)CS(N3CCCC3)(=O)=O.C(C(CC(O)=O)O)(=O)O",200,"http://www.selleckchem.com/products/almotriptan-malate-axert.html","Neuronal Signaling",2,"p22","C2C12 Diff Tunicamycin","Con",NA,"P22","99.80505","99.72106","99.75795","99.6629","99.74953","99.46105","99.37237","99.33237","99.05959","98.94113","98.46313","98.97511","98.0993","97.69112","97.51775","97.13831","97.6132","96.32598","95.26386","94.71877","95.07838","92.70203","91.75384","90.32417","SG",NA,"P22","88.17857","83.5376","88.64268","90.03497","91.89136","103.4938","122.0577","140.1575","136.4447","139.2293","158.2573","207.4517","232.0489","262.2152","289.597","308.1609","305.8404","299.343","296.0944","291.9175","281.7073","284.0278","269.6408","274.2818"
"767","Empty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"p23","C2C12 Diff Tunicamycin","Con",NA,"P23","99.73108","99.75084","99.62705","99.63907","99.33527","99.48344","99.25121","99.11285","99.10884","99.12963","98.84629","99.04295","99.28899","98.65639","98.68548","98.12451","97.93897","97.57652","96.87375","95.85936","95.32526","95.53561","92.84599","92.59739","SG",NA,"P23","96.06824","97.46053","100.2451","95.60414","103.9579","127.6269","138.3011","137.3729","143.4062","144.7985","166.147","193.9929","236.2258","266.3921","288.6688","298.4149","298.879","305.3763","301.1995","297.0226","297.9508","303.984","310.0173","309.0891"
"768","Empty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"p24","C2C12 Diff Tunicamycin","Con",NA,"P24","100","99.97748","100","99.85382","99.8606","99.69466","99.79996","99.54092","99.52461","99.62511","99.53552","99.39011","99.09661","98.63532","98.15041","98.26308","97.47713","97.30948","96.63689","95.66354","95.56435","93.03071","91.76758","90.99345","SG",NA,"P24","72.86335","77.96842","75.64793","69.15057","71.00696","84.00169","109.9912","135.9807","153.6164","164.7547","177.2854","200.4902","244.5795","297.9508","323.4761","350.8579","385.6653","402.3728","410.2624","420.0085","421.4008","423.2572","428.3622","436.2519"
"769","Ambrisentan","S2097","L1700-09",378.42,"177036-94-1","free base","Others","Endothelin-1 type A","Synthetic small molecule","Mammalian","Receptor","Ambrisentan, a highly selective antagonist of the endothelin-1 type A receptor with IC50 of 18 nM, is indicated for the treatment of pulmonary arterial hypertension (PAH).","[C@@H](OC1=NC(=CC(=N1)C)C)(C(O)=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC",200,"http://www.selleckchem.com/products/ambrisentan.html","Others",3,"a1","C2C12 Diff Tunicamycin","Con",NA,"A1","100","99.93977","99.88049","99.92842","99.84582","99.7496","99.86363","99.81894","99.58975","99.69144","99.44075","99.29727","98.88255","98.69604","98.44469","97.71178","97.26865","96.68089","95.81924","94.57545","93.53075","92.3345","91.16724","89.75456","SG",NA,"A1","68.68647","69.15057","80.28892","77.04023","83.0735","100.7092","115.5603","128.5551","150.8318","172.1803","208.3799","252.4692","295.1662","327.653","363.3885","376.8474","387.9857","395.8754","405.6215","401.9087","405.6215","409.3342","407.9419","411.6547"
"770","Tetrahydropapaverine HCl","S2367","L1700-11",379.88,"6429-04-05","hydrochloride","Others","Other","","Mammalian","Other","Tetrahydropapaverine, one of the TIQs and an analogue of salsolinol and tetrahydropapaveroline, has been reported to have neurotoxic effects on dopamine neurons.","C1(=C(C=C2C(=C1)CCNC2CC3=CC=C(C(=C3)OC)OC)OC)OC.Cl",18,"http://www.selleckchem.com/products/Tetrahydropapaverine-hydrochloride.html","Others",3,"a2","C2C12 Diff Tunicamycin","Con",NA,"A2","99.80313","99.79305","99.8275","99.81487","99.82778","99.52136","99.60184","99.47018","99.37997","99.62242","99.34799","99.08896","99.39958","98.93353","99.09793","98.8795","98.44523","98.55396","98.0678","97.90277","96.92625","96.15101","95.96512","94.76431","SG",NA,"A2","62.1891","72.86335","73.32745","61.725","52.90715","68.22237","80.28892","83.5376","93.74775","104.422","135.9807","185.6391","238.0822","275.6741","297.9508","310.9455","319.2993","329.9735","324.8684","315.5865","302.5917","304.4482","301.1995","303.0558"
